Type,ID,SKU/SELECTION,NAME/DESCRIPTION,UNIT,QYT,Brands,Attribute 1 value(s),PRICE,WHOLESALE PRICE,VAT  TYPE,DISC %,DISCOUNT,EXCLUSIVE,VAT,TOTAL,Description ( WEBSITE ),Categories
simple,32408-5-Black,DF-FLASH-3-Dro1,"FLASHTREAD ARC BOOT, DROMEX - Size 5, Colour Black",,,Dromex,"Size: 5
Colour: Black","R 1,430.00","R 1,375.00",,,,,,,"DROMEX FLASHTREAD ARC BOOT, by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
simple,32408-6-Black,DF-FLASH-3-Dro1,"FLASHTREAD ARC BOOT, DROMEX - Size 6, Colour Black",,,Dromex,"Size: 6
Colour: Black","R 1,430.00","R 1,375.00",,,,,,,"DROMEX FLASHTREAD ARC BOOT, by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
simple,32408-7-Black,DF-FLASH-3-Dro1,"FLASHTREAD ARC BOOT, DROMEX - Size 7, Colour Black",,,Dromex,"Size: 7
Colour: Black","R 1,430.00","R 1,375.00",,,,,,,"DROMEX FLASHTREAD ARC BOOT, by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
simple,32408-8-Black,DF-FLASH-3-Dro1,"FLASHTREAD ARC BOOT, DROMEX - Size 8, Colour Black",,,Dromex,"Size: 8
Colour: Black","R 1,430.00","R 1,375.00",,,,,,,"DROMEX FLASHTREAD ARC BOOT, by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
simple,32408-9-Black,DF-FLASH-3-Dro1,"FLASHTREAD ARC BOOT, DROMEX - Size 9, Colour Black",,,Dromex,"Size: 9
Colour: Black","R 1,430.00","R 1,375.00",,,,,,,"DROMEX FLASHTREAD ARC BOOT, by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
simple,32408-10-Black,DF-FLASH-3-Dro1,"FLASHTREAD ARC BOOT, DROMEX - Size 10, Colour Black",,,Dromex,"Size: 10
Colour: Black","R 1,430.00","R 1,375.00",,,,,,,"DROMEX FLASHTREAD ARC BOOT, by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
simple,32408-11-Black,DF-FLASH-3-Dro1,"FLASHTREAD ARC BOOT, DROMEX - Size 11, Colour Black",,,Dromex,"Size: 11
Colour: Black","R 1,430.00","R 1,375.00",,,,,,,"DROMEX FLASHTREAD ARC BOOT, by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
simple,32408-12-Black,DF-FLASH-3-Dro1,"FLASHTREAD ARC BOOT, DROMEX - Size 12, Colour Black",,,Dromex,"Size: 12
Colour: Black","R 1,430.00","R 1,375.00",,,,,,,"DROMEX FLASHTREAD ARC BOOT, by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
simple,32408-13-Black,DF-FLASH-3-Dro1,"FLASHTREAD ARC BOOT, DROMEX - Size 13, Colour Black",,,Dromex,"Size: 13
Colour: Black","R 1,430.00","R 1,375.00",,,,,,,"DROMEX FLASHTREAD ARC BOOT, by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
simple,32410-3-Black,DFB-3,"FIREMAN'S BOOT, SA/BJ-RAC 2 DROMEX - Size 3, Colour Black",,,Dromex,"Size: 3
Colour: Black","R 2,860.00","R 2,750.00",,,,,,,"DROMEX FIREMAN'S BOOT, SA/BJ-RAC 2, Lightweight firefighting boots\nSuitable against chemicals & can be worn with chemical encapsulated suits\nHas the highest chemical protection, Type 3 (fire suppression, rescue interventions including protection against chemical hazards)\nReflective strips & trim can be seen as far as 250m away\nRot proof inner lining","Workwear & PPE > Boots, Workwear & PPE > Gum boots, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32410-4½-Black,DFB-4½,"FIREMAN'S BOOT, SA/BJ-RAC 2 DROMEX - Size 4½, Colour Black",,,Dromex,"Size: 4½
Colour: Black","R 2,860.00","R 2,750.00",,,,,,,"DROMEX FIREMAN'S BOOT, SA/BJ-RAC 2, Lightweight firefighting boots\nSuitable against chemicals & can be worn with chemical encapsulated suits\nHas the highest chemical protection, Type 3 (fire suppression, rescue interventions including protection against chemical hazards)\nReflective strips & trim can be seen as far as 250m away\nRot proof inner lining","Workwear & PPE > Boots, Workwear & PPE > Gum boots, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32410-5½-Black,DFB-5½,"FIREMAN'S BOOT, SA/BJ-RAC 2 DROMEX - Size 5½, Colour Black",,,Dromex,"Size: 5½
Colour: Black","R 2,860.00","R 2,750.00",,,,,,,"DROMEX FIREMAN'S BOOT, SA/BJ-RAC 2, Lightweight firefighting boots\nSuitable against chemicals & can be worn with chemical encapsulated suits\nHas the highest chemical protection, Type 3 (fire suppression, rescue interventions including protection against chemical hazards)\nReflective strips & trim can be seen as far as 250m away\nRot proof inner lining","Workwear & PPE > Boots, Workwear & PPE > Gum boots, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32410-6-Black,DFB-6,"FIREMAN'S BOOT, SA/BJ-RAC 2 DROMEX - Size 6, Colour Black",,,Dromex,"Size: 6
Colour: Black","R 2,860.00","R 2,750.00",,,,,,,"DROMEX FIREMAN'S BOOT, SA/BJ-RAC 2, Lightweight firefighting boots\nSuitable against chemicals & can be worn with chemical encapsulated suits\nHas the highest chemical protection, Type 3 (fire suppression, rescue interventions including protection against chemical hazards)\nReflective strips & trim can be seen as far as 250m away\nRot proof inner lining","Workwear & PPE > Boots, Workwear & PPE > Gum boots, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32410-7-Black,DFB-7,"FIREMAN'S BOOT, SA/BJ-RAC 2 DROMEX - Size 7, Colour Black",,,Dromex,"Size: 7
Colour: Black","R 2,860.00","R 2,750.00",,,,,,,"DROMEX FIREMAN'S BOOT, SA/BJ-RAC 2, Lightweight firefighting boots\nSuitable against chemicals & can be worn with chemical encapsulated suits\nHas the highest chemical protection, Type 3 (fire suppression, rescue interventions including protection against chemical hazards)\nReflective strips & trim can be seen as far as 250m away\nRot proof inner lining","Workwear & PPE > Boots, Workwear & PPE > Gum boots, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32410-8-Black,DFB-8,"FIREMAN'S BOOT, SA/BJ-RAC 2 DROMEX - Size 8, Colour Black",,,Dromex,"Size: 8
Colour: Black","R 2,860.00","R 2,750.00",,,,,,,"DROMEX FIREMAN'S BOOT, SA/BJ-RAC 2, Lightweight firefighting boots\nSuitable against chemicals & can be worn with chemical encapsulated suits\nHas the highest chemical protection, Type 3 (fire suppression, rescue interventions including protection against chemical hazards)\nReflective strips & trim can be seen as far as 250m away\nRot proof inner lining","Workwear & PPE > Boots, Workwear & PPE > Gum boots, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32410-9½-Black,DFB-9½,"FIREMAN'S BOOT, SA/BJ-RAC 2 DROMEX - Size 9½, Colour Black",,,Dromex,"Size: 9½
Colour: Black","R 2,860.00","R 2,750.00",,,,,,,"DROMEX FIREMAN'S BOOT, SA/BJ-RAC 2, Lightweight firefighting boots\nSuitable against chemicals & can be worn with chemical encapsulated suits\nHas the highest chemical protection, Type 3 (fire suppression, rescue interventions including protection against chemical hazards)\nReflective strips & trim can be seen as far as 250m away\nRot proof inner lining","Workwear & PPE > Boots, Workwear & PPE > Gum boots, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32410-10½-Black,DFB-10½,"FIREMAN'S BOOT, SA/BJ-RAC 2 DROMEX - Size 10½, Colour Black",,,Dromex,"Size: 10½
Colour: Black","R 2,860.00","R 2,750.00",,,,,,,"DROMEX FIREMAN'S BOOT, SA/BJ-RAC 2, Lightweight firefighting boots\nSuitable against chemicals & can be worn with chemical encapsulated suits\nHas the highest chemical protection, Type 3 (fire suppression, rescue interventions including protection against chemical hazards)\nReflective strips & trim can be seen as far as 250m away\nRot proof inner lining","Workwear & PPE > Boots, Workwear & PPE > Gum boots, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32410-11½-Black,DFB-11½,"FIREMAN'S BOOT, SA/BJ-RAC 2 DROMEX - Size 11½, Colour Black",,,Dromex,"Size: 11½
Colour: Black","R 2,860.00","R 2,750.00",,,,,,,"DROMEX FIREMAN'S BOOT, SA/BJ-RAC 2, Lightweight firefighting boots\nSuitable against chemicals & can be worn with chemical encapsulated suits\nHas the highest chemical protection, Type 3 (fire suppression, rescue interventions including protection against chemical hazards)\nReflective strips & trim can be seen as far as 250m away\nRot proof inner lining","Workwear & PPE > Boots, Workwear & PPE > Gum boots, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32412-Brown,DF-EMPEROR-Brown,"EMPEROR SMELTER BOOT, DROMEX - Colour Brown",,,Dromex,Colour: Brown,"R 2,145.00","R 2,063.00",,,,,,,"DROMEX EMPEROR SMELTER BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
simple,32414-3-Black,DF-BOLT-3,"ELECTRICAL HAZARD BOOTS DROMEX BOLT Dromex - Size 3, Colour Black",,,Dromex,"Size: 3
Colour: Black","R 1,194.00","R 1,148.00",,,,,,,"DROMEX BOLT BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.",Uncategorized
simple,32414-4-Black,DF-BOLT-4,"ELECTRICAL HAZARD BOOTS DROMEX BOLT Dromex - Size 4, Colour Black",,,Dromex,"Size: 4
Colour: Black","R 1,194.00","R 1,148.00",,,,,,,"DROMEX BOLT BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.",Uncategorized
simple,32414-5-Black,DF-BOLT-5,"ELECTRICAL HAZARD BOOTS DROMEX BOLT Dromex - Size 5, Colour Black",,,Dromex,"Size: 5
Colour: Black","R 1,194.00","R 1,148.00",,,,,,,"DROMEX BOLT BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.",Uncategorized
simple,32414-6-Black,DF-BOLT-6,"ELECTRICAL HAZARD BOOTS DROMEX BOLT Dromex - Size 6, Colour Black",,,Dromex,"Size: 6
Colour: Black","R 1,194.00","R 1,148.00",,,,,,,"DROMEX BOLT BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.",Uncategorized
simple,32414-7-Black,DF-BOLT-7,"ELECTRICAL HAZARD BOOTS DROMEX BOLT Dromex - Size 7, Colour Black",,,Dromex,"Size: 7
Colour: Black","R 1,194.00","R 1,148.00",,,,,,,"DROMEX BOLT BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.",Uncategorized
simple,32414-8-Black,DF-BOLT-8,"ELECTRICAL HAZARD BOOTS DROMEX BOLT Dromex - Size 8, Colour Black",,,Dromex,"Size: 8
Colour: Black","R 1,194.00","R 1,148.00",,,,,,,"DROMEX BOLT BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.",Uncategorized
simple,32414-9-Black,DF-BOLT-9,"ELECTRICAL HAZARD BOOTS DROMEX BOLT Dromex - Size 9, Colour Black",,,Dromex,"Size: 9
Colour: Black","R 1,194.00","R 1,148.00",,,,,,,"DROMEX BOLT BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.",Uncategorized
simple,32414-10-Black,DF-BOLT-10,"ELECTRICAL HAZARD BOOTS DROMEX BOLT Dromex - Size 10, Colour Black",,,Dromex,"Size: 10
Colour: Black","R 1,194.00","R 1,148.00",,,,,,,"DROMEX BOLT BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.",Uncategorized
simple,32414-11-Black,DF-BOLT-11,"ELECTRICAL HAZARD BOOTS DROMEX BOLT Dromex - Size 11, Colour Black",,,Dromex,"Size: 11
Colour: Black","R 1,194.00","R 1,148.00",,,,,,,"DROMEX BOLT BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.",Uncategorized
simple,32414-12-Black,DF-BOLT-12,"ELECTRICAL HAZARD BOOTS DROMEX BOLT Dromex - Size 12, Colour Black",,,Dromex,"Size: 12
Colour: Black","R 1,194.00","R 1,148.00",,,,,,,"DROMEX BOLT BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.",Uncategorized
simple,32414-13-Black,DF-BOLT-13,"ELECTRICAL HAZARD BOOTS DROMEX BOLT Dromex - Size 13, Colour Black",,,Dromex,"Size: 13
Colour: Black","R 1,194.00","R 1,148.00",,,,,,,"DROMEX BOLT BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.",Uncategorized
simple,32416-4-Black,DF-SWIFT-4,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT  Dromex - Size 4, Colour Black",,,Dromex,"Size: 4
Colour: Black",R 801.00,R 770.00,,,,,,,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","PPE, Workwear & PPE > Shoes, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32416-5-Black,DF-SWIFT-5,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT  Dromex - Size 5, Colour Black",,,Dromex,"Size: 5
Colour: Black",R 801.00,R 770.00,,,,,,,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","PPE, Workwear & PPE > Shoes, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32416-6-Black,DF-SWIFT-6,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT  Dromex - Size 6, Colour Black",,,Dromex,"Size: 6
Colour: Black",R 801.00,R 770.00,,,,,,,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","PPE, Workwear & PPE > Shoes, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32416-7-Black,DF-SWIFT-7,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT  Dromex - Size 7, Colour Black",,,Dromex,"Size: 7
Colour: Black",R 801.00,R 770.00,,,,,,,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","PPE, Workwear & PPE > Shoes, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32416-8-Black,DF-SWIFT-8,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT  Dromex - Size 8, Colour Black",,,Dromex,"Size: 8
Colour: Black",R 801.00,R 770.00,,,,,,,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","PPE, Workwear & PPE > Shoes, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32416-9-Black,DF-SWIFT-9,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT  Dromex - Size 9, Colour Black",,,Dromex,"Size: 9
Colour: Black",R 801.00,R 770.00,,,,,,,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","PPE, Workwear & PPE > Shoes, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32416-10-Black,DF-SWIFT-10,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT  Dromex - Size 10, Colour Black",,,Dromex,"Size: 10
Colour: Black",R 801.00,R 770.00,,,,,,,"LIGHT INDUSTRIAL SNEAKER RANGE DROMEX BLACK SWIFT - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","PPE, Workwear & PPE > Shoes, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
