product_slug,sku,name,Categories,categories_slug,category_slug,Brand,brand_slug_origenal,Image,URL,Attributes_origenal,attributes,Price,Regular,Price.1,Sale,Price.2,type,images,variant,description,short_description,stock,brand_slug
215,DHCT-A1,Dromex A1 - Twin Unifit Filter (NRCS: AZ2011/42),,"disposables-ppe, masks-ppe, masks-safety-wear-and-equipment, ppe, ppe-ppe, safety-and-equipment-ppe, safety-wear-and-equipment",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_21.jpg,,"The Dromex A1 Twin Unifit Filter (NRCS AZ2011/42) protects against organic vapours when fitted to a compatible twin-filter respirator. Its certified construction meets NRCS approval standards for reliable respiratory protection. Suitable for painting, solvent handling and industrial environments with organic vapour hazards.",A1 twin Unifit filter (NRCS AZ2011/42) for respirator organic vapour protection.,10,dromex
216,DHCT-A2,Dromex A2 - Twin Unifit Filter (NRCS: AZ2011/47),,"disposables-ppe, masks-ppe, masks-safety-wear-and-equipment, ppe, ppe-safety-wear-and-equipment, safety-and-equipment-ppe, safety-wear-and-equipment",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_22.jpg,,"The Dromex A2 Twin Unifit Filter (NRCS AZ2011/47) protects against higher concentrations of organic vapours when fitted to a compatible twin-filter respirator. Its certified construction meets NRCS approval standards for reliable respiratory protection. Suitable for painting, solvent handling and industrial environments.",A2 twin Unifit filter (NRCS AZ2011/47) for respirator organic vapour protection.,10,dromex
217,DHCT-B1,Dromex B1 - Twin Unifit Filter (NRCS: AZ2011/54),,"masks-ppe, masks-safety-wear-and-equipment, ppe, ppe-ppe, safety-and-equipment-ppe, safety-wear-and-equipment",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_23.jpg,,The Dromex B1 Twin Unifit Filter (NRCS AZ2011/54) protects against inorganic vapours and acid gases when fitted to a compatible twin-filter respirator. Its certified construction meets NRCS approval standards for reliable respiratory protection. Suitable for chemical processing and industrial environments with inorganic vapour hazards.,B1 twin Unifit filter (NRCS AZ2011/54) for respirator inorganic vapour protection.,10,dromex
218,DHCT-ABEK1,Dromex ABEK1 - Twin Unifit Filter (NRCS: AZ2011/56),,"disposables-ppe, masks-ppe, masks-safety-wear-and-equipment, safety-and-equipment-ppe, safety-wear-and-equipment",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_24.jpg,,The Dromex ABEK1 Twin Unifit Filter (NRCS AZ2011/56) provides protection against a broad range of gases and vapours for multi-hazard respiratory applications. Its certified construction meets NRCS approval standards for reliable protection. Suitable for chemical processing environments with multiple gas hazards.,ABEK1 twin Unifit filter (NRCS AZ2011/56) for multi-gas respirator protection.,10,dromex
219,DHCT-P2,Dromex P2 - Twin Unifit Filter (NRCS: AZ201168),,"disposables-ppe, masks-ppe, masks-safety-wear-and-equipment, ppe, ppe-ppe, safety-and-equipment-ppe, safety-wear-and-equipment",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_25.jpg,,The Dromex P2 Twin Unifit Filter (NRCS AZ2011/68) protects against particulates when fitted to a compatible twin-filter respirator. Its certified construction meets NRCS approval standards for reliable respiratory protection. Suitable for dusty construction and general industrial environments.,P2 twin Unifit filter (NRCS AZ2011/68) for respirator particulate protection.,10,dromex
220,DHCT-P3,Dromex P3 - Twin Unifit Filter (NRCS: AZ2011/48),,"disposables-ppe, masks-ppe, masks-safety-wear-and-equipment, ppe, ppe-ppe, safety-and-equipment-ppe, safety-wear-and-equipment",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_26.jpg,,The Dromex P3 Twin Unifit Filter (NRCS AZ2011/48) protects against fine particulates when fitted to a compatible twin-filter respirator. Its certified construction meets NRCS approval standards for reliable respiratory protection. Suitable for high-dust construction and industrial environments.,P3 twin Unifit filter (NRCS AZ2011/48) for respirator particulate protection.,10,dromex
221,DHCT-P2PF,Dromex P2PF - Twin Unifit Pre-Filter Set of Six,,"disposables-ppe, masks-ppe, masks-safety-wear-and-equipment, ppe, ppe-ppe, safety-and-equipment-ppe, safety-wear-and-equipment",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_27.jpg,,"The Dromex P2PF Twin Unifit Pre-Filter, set of six, extends the life of the main respirator filter by capturing larger particulates first. Its pre-filtration design helps maintain consistent respirator performance. Suitable for dusty construction and general industrial environments.","P2PF twin Unifit pre-filter, set of six, for respirator particulate protection.",10,dromex
222,DHCT-P3PF,Dromex P3PF - Twin Unifit Pre-Filter One Set,,"disposables-ppe, masks-ppe, masks-safety-wear-and-equipment, ppe-ppe, ppe, safety-and-equipment-ppe, safety-wear-and-equipment",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_28.jpg,,"The Dromex P3PF Twin Unifit Pre-Filter, one set, extends the life of the main respirator filter by capturing larger particulates first. Its pre-filtration design helps maintain consistent respirator performance in high-dust environments. Suitable for demolition, mining and other high-particulate applications.","P3PF twin Unifit pre-filter, one set, for respirator particulate protection.",10,dromex
223,FFP-DRO-01,Dromex FFP2 (SABS Ref: AZ2004/18),,"masks-workwear-and-ppe, masks-safety-wear-and-equipment, masks-ppe, ppe-workwear-and-ppe, ppe, ppe-ppe, safety-wear-and-equipment, workwear-and-ppe",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_29.jpg,,"Dromex FFP2 Respirator (Box of 20) - professional respiratory protection filtering minimum 94% of airborne particles including fine dust, water-based aerosols, and biological agents. Equivalent to N95 standard, providing effective protection against respiratory droplets and industrial particulates. Three-layer construction with adjustable nose bridge ensures proper facial seal for healthcare workers and industrial environments.","FFP2 respirator (SABS AZ2004/18) providing 94% filtration, box of 20.",10,dromex
224,FFP-DRO-02,Dromex FFP2 V (SABS Ref: AZ2004/17),,"masks-ppe, masks-workwear-and-ppe, masks-safety-wear-and-equipment, ppe-ppe, ppe-workwear-and-ppe, ppe, safety-wear-and-equipment, workwear-and-ppe",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_30.jpg,,"Dromex FFP2 Respirator (Box of 20) - professional respiratory protection filtering minimum 94% of airborne particles including fine dust, water-based aerosols, and biological agents. Equivalent to N95 standard, providing effective protection against respiratory droplets and industrial particulates. Three-layer construction with adjustable nose bridge ensures proper facial seal for healthcare workers and industrial environments.",FFP2 respirator with valve (SABS AZ2004/17) for enhanced breathing comfort.,10,dromex
225,FFP-DRO-03-W,"Dromex FFP3 V, Cont Seal, Adj Hband (SABS Ref: AZ2004/15)",,"masks-ppe, masks-workwear-and-ppe, masks-safety-wear-and-equipment, ppe-workwear-and-ppe, ppe, ppe-ppe, safety-wear-and-equipment, workwear-and-ppe",,Dromex,dromex,,,,"{""Colour"":""White""}",,,,,,,/04/1.png,,"Dromex FFP3 Respirator (Box of 20) - superior respiratory protection filtering minimum 99% of particles down to 0.3 microns. Equivalent to N99 standard, providing maximum protection against very fine dust, carcinogenic materials, radioactive particles, and airborne biological agents. Essential for high-risk industrial, demolition, and healthcare applications.",FFP3 respirator with controlled seal and adjustable headband (SABS AZ2004/15).,10,dromex
226,FFP-DRO-04,"Dromex FFP3 V, Activ, Cont Seal, Adj Hband (SABS Ref: AZ2004/14)",,"masks-ppe, masks-workwear-and-ppe, masks-safety-wear-and-equipment, ppe-workwear-and-ppe, ppe, ppe-ppe, safety-wear-and-equipment, workwear-and-ppe",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_32.jpg,,"Dromex FFP3 Respirator (Box of 20) - superior respiratory protection filtering minimum 99% of particles down to 0.3 microns. Equivalent to N99 standard, providing maximum protection against very fine dust, carcinogenic materials, radioactive particles, and airborne biological agents. Essential for high-risk industrial, demolition, and healthcare applications.","FFP3 respirator with active carbon, controlled seal and adjustable headband.",10,dromex
227,FFP-DRO-05,"Dromex FFP2 V, Activ, Cont Seal, Adj Hband (SABS Ref: AZ2004/24)",,"masks-ppe, masks-workwear-and-ppe, masks-safety-wear-and-equipment, ppe-workwear-and-ppe, ppe, ppe-ppe, safety-wear-and-equipment, workwear-and-ppe",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_33.webp,,"Dromex FFP2 Respirator (Box of 20) - professional respiratory protection filtering minimum 94% of airborne particles including fine dust, water-based aerosols, and biological agents. Equivalent to N95 standard, providing effective protection against respiratory droplets and industrial particulates. Three-layer construction with adjustable nose bridge ensures proper facial seal for healthcare workers and industrial environments.","FFP2 respirator with active carbon, controlled seal and adjustable headband.",10,dromex
228,FFP-DRO-06-W,"Dromex FFP3 V, Flat Fold Mask with Adjustable Headband",,"masks-workwear-and-ppe, masks-safety-wear-and-equipment, masks-ppe, ppe-workwear-and-ppe, ppe, ppe-ppe, safety-wear-and-equipment, workwear-and-ppe",,Dromex,dromex,,,,"{""Colour"":""White""}",,,,,,,/04/1.png,,"Dromex Flat Fold FFP3 Respirator (Box of 20) - superior respiratory protection filtering minimum 99% of particles down to 0.3 microns. Equivalent to N99 standard, providing maximum protection against very fine dust, carcinogenic materials, radioactive particles, and airborne biological agents. Essential for high-risk industrial, demolition, and healthcare applications.",Flat-fold FFP3 respirator with adjustable headband for maximum particulate filtration.,10,dromex
229,N95-5150,"Dromex N95 Moulded, 5150 Medical Mask",,"disposables-ppe, masks-ppe, masks-workwear-and-ppe, masks-safety-wear-and-equipment, medical, medical-ppe, ppe-medical, ppe, ppe-ppe, ppe-workwear-and-ppe, safety-and-equipment-ppe, safety-wear-and-equipment, workwear-and-ppe",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_35.webp,,"The Dromex N95-Moulded Medical Mask (Model 5150) offers reliable respiratory protection with a pre-shaped, moulded design for a secure fit. Its N95-equivalent filtration protects against airborne particles and respiratory droplets. Suitable for healthcare workers and industrial environments requiring certified respiratory protection.",N95-moulded medical mask (Model 5150) for reliable respiratory protection.,10,dromex
230,QSA-2010,Dromex FFP1 Qsa (SABS Ref: AZ2006/21),,"masks-workwear-and-ppe, masks-safety-wear-and-equipment, masks-ppe, ppe-workwear-and-ppe, ppe, ppe-ppe, safety-wear-and-equipment, workwear-and-ppe",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_36.jpg,,"Dromex FFP1 Disposable Dust Mask (Box of 20) - entry-level particulate filtering respirator providing minimum 80% filtration efficiency against non-toxic dust particles down to 0.3 microns. Suitable for protection against nuisance dusts in woodworking, construction, and light industrial environments. Adjustable nose clip and elastic straps ensure comfortable seal during extended wear in low-hazard dust-generating activities.",FFP1 respirator (SABS AZ2006/21) offering entry-level particulate filtration.,10,dromex
231,QSA-2020,Dromex FFP2 Qsa (SABS Ref: AZ2006/20),,"masks-ppe, masks-workwear-and-ppe, masks-safety-wear-and-equipment, ppe-ppe, ppe-workwear-and-ppe, ppe, safety-wear-and-equipment, workwear-and-ppe",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_37.jpg,,"Dromex FFP2 Respirator (Box of 20) - professional respiratory protection filtering minimum 94% of airborne particles including fine dust, water-based aerosols, and biological agents. Equivalent to N95 standard, providing effective protection against respiratory droplets and industrial particulates. Three-layer construction with adjustable nose bridge ensures proper facial seal for healthcare workers and industrial environments.",FFP2 respirator (SABS AZ2006/20) providing 94% filtration efficiency.,10,dromex
232,QSA-2021,"Dromex FFP2 Qsa, Valve (SABS Ref: AZ2006/29)",,"masks-ppe, masks-workwear-and-ppe, masks-safety-wear-and-equipment, ppe-workwear-and-ppe, ppe, ppe-ppe, safety-wear-and-equipment, workwear-and-ppe",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_38.jpg,,"Dromex FFP2 Respirator with Valve (Box of 20) - FFP2-rated respirator equipped with one-way exhalation valve for enhanced breathing comfort during prolonged use. The valve releases warm, humid exhaled air while maintaining 94% inhalation filtration efficiency. Ideal for physically demanding work in hot environments, extended construction shifts, and industrial applications where breathing resistance must be minimized.",FFP2 respirator with exhalation valve (SABS AZ2006/29) for breathing comfort.,10,dromex
233,QSA-2020RP5,"Dromex FFP2, 5 Per Pack (60 Packets Per Carton) (SABS Ref: AZ2006/20)",,"masks-ppe, masks-workwear-and-ppe, masks-safety-wear-and-equipment, ppe-workwear-and-ppe, ppe, ppe-ppe, safety-wear-and-equipment, workwear-and-ppe",,Dromex,dromex,,,,,,,,,,,/02/Masks-Dromex_39.png,,"Dromex FFP2 Respirator (Box of 20) - professional respiratory protection filtering minimum 94% of airborne particles including fine dust, water-based aerosols, and biological agents. Equivalent to N95 standard, providing effective protection against respiratory droplets and industrial particulates. Three-layer construction with adjustable nose bridge ensures proper facial seal for healthcare workers and industrial environments.","FFP2 respirator, 5 per pack, 60 packets per carton (SABS AZ2006/20).",10,dromex
234,DF-9160-4-BLK,Dromex Work Socks,,"foot-protection-workwear-and-ppe, ppe, ppe-ppe, ppe-workwear-and-ppe, protective-wear-workwear-and-ppe, workwear-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""4"",""Colour"":""Black""}",,,,,,,/04/1.png,,"The Dromex Work Sock offers durable, comfortable everyday wear designed to be worn with industrial footwear. Its reinforced construction is designed to withstand demanding daily use. Suitable for construction, warehousing and general industrial environments requiring durable workwear socks.","Durable work sock offering comfortable, long-lasting everyday wear.",10,dromex
234,DF-9160-5-BLK,Dromex Work Socks,,"foot-protection-workwear-and-ppe, ppe, ppe-ppe, ppe-workwear-and-ppe, protective-wear-workwear-and-ppe, workwear-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""5"",""Colour"":""Black""}",,,,,,,/04/1.png,,"The Dromex Work Sock offers durable, comfortable everyday wear designed to be worn with industrial footwear. Its reinforced construction is designed to withstand demanding daily use. Suitable for construction, warehousing and general industrial environments requiring durable workwear socks.","Durable work sock offering comfortable, long-lasting everyday wear.",10,dromex
234,DF-9160-6-BLK,Dromex Work Socks,,"foot-protection-workwear-and-ppe, ppe, ppe-ppe, ppe-workwear-and-ppe, protective-wear-workwear-and-ppe, workwear-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""6"",""Colour"":""Black""}",,,,,,,/04/1.png,,"The Dromex Work Sock offers durable, comfortable everyday wear designed to be worn with industrial footwear. Its reinforced construction is designed to withstand demanding daily use. Suitable for construction, warehousing and general industrial environments requiring durable workwear socks.","Durable work sock offering comfortable, long-lasting everyday wear.",10,dromex
234,DF-9160-7-BLK,Dromex Work Socks,,"foot-protection-workwear-and-ppe, ppe, ppe-ppe, ppe-workwear-and-ppe, protective-wear-workwear-and-ppe, workwear-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""7"",""Colour"":""Black""}",,,,,,,/04/1.png,,"The Dromex Work Sock offers durable, comfortable everyday wear designed to be worn with industrial footwear. Its reinforced construction is designed to withstand demanding daily use. Suitable for construction, warehousing and general industrial environments requiring durable workwear socks.","Durable work sock offering comfortable, long-lasting everyday wear.",10,dromex
